"owner_id","owner_tag","location_count","valid_location_count","analysis_status","approximation_status","approximation_strategy","approximation_accepted","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation"
"801","LLS","7","7","analyzed","gate_rejected","raw_fallback","False","-0.04001","-0.04001","0.50605","0.50605","0.00000","0.00000","-0.46600","-0.46600"
"985","LLU","1","0","no_valid_locations","","","","","","","","","","",""
"933","LMN","9","9","analyzed","feasible","target_l2","True","0.41710","0.38731","-0.04416","-0.02899","0.00976","-0.00022","-0.38273","-0.35810"
"2093","LNA","21","19","analyzed","feasible","improvement_l2","True","1.06359","0.66730","-0.30900","-0.17622","0.13488","0.00226","-0.88967","-0.49334"
"889","LNG","17","2","analyzed","gate_rejected","raw_fallback","False","0.01529","0.01529","-0.03023","-0.03023","0.02983","0.02983","-0.01494","-0.01494"
"1389","LNK","1","1","analyzed","gate_rejected","raw_fallback","False","0.12166","0.12166","-0.00164","-0.00164","0.00000","0.00000","-0.12002","-0.12002"
"1845","LNN","1","1","analyzed","gate_rejected","raw_fallback","False","0.23528","0.23528","-0.07489","-0.07489","0.00000","0.00000","-0.16040","-0.16040"
"1436","LNO","3","3","analyzed","gate_rejected","raw_fallback","False","0.00299","0.00299","-0.00265","-0.00265","0.00000","0.00000","-0.00036","-0.00036"
"328","LOI","7","5","analyzed","gate_rejected","raw_fallback","False","0.03434","0.03434","-0.03299","-0.03299","0.00000","0.00000","-0.00139","-0.00139"
"1423","LOL","1","1","analyzed","gate_rejected","raw_fallback","False","0.02141","0.02141","-0.00172","-0.00172","0.00000","0.00000","-0.01969","-0.01969"
"1553","LOO","3","3","analyzed","feasible","improvement_l2","True","0.13971","0.04602","-0.06535","0.00255","0.03266","0.01544","-0.10706","-0.06401"
"1166","LOR","11","10","analyzed","feasible","target_l2","True","0.61407","0.47496","-0.15358","-0.14068","0.09932","0.00018","-0.55991","-0.33446"
"885","LPG","1","1","analyzed","gate_rejected","raw_fallback","False","-0.01044","-0.01044","0.08187","0.08187","0.00000","0.00000","-0.07141","-0.07141"
"1862","LPP","2","2","analyzed","feasible","absolute_l2","True","0.06408","0.05629","-0.03736","-0.03472","0.05322","0.05283","-0.07995","-0.07440"
"1418","LRT","2","2","analyzed","gate_rejected","raw_fallback","False","0.01439","0.01439","0.00549","0.00549","0.00000","0.00000","-0.01988","-0.01988"
"2176","LSA","1","1","analyzed","gate_rejected","raw_fallback","False","0.02481","0.02481","-0.00458","-0.00458","0.00318","0.00318","-0.02341","-0.02341"
"1923","LST","7","7","analyzed","gate_rejected","raw_fallback","False","0.24285","0.24285","0.06029","0.06029","0.00000","0.00000","-0.30317","-0.30317"
"910","LTN","3","3","analyzed","feasible","minimax_ratio","True","0.28987","0.28479","-0.09318","-0.09206","0.01251","0.01236","-0.20921","-0.20509"
"883","LTU","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00724","-0.00724","0.06061","0.06061","0.00000","0.00000","-0.05338","-0.05338"
"1773","LUB","1","1","analyzed","gate_rejected","raw_fallback","False","-0.33021","-0.33021","-0.41301","-0.41301","0.88247","0.88247","-0.13927","-0.13927"
"1485","LUC","3","2","analyzed","gate_rejected","raw_fallback","False","0.85151","0.85151","-0.70334","-0.70334","1.39338","1.39338","-1.54162","-1.54162"
"1868","LUN","11","11","analyzed","feasible","improvement_l2","True","-0.10917","0.02109","-0.29242","-0.21688","1.00414","0.59739","-0.60271","-0.40160"
"74","LUP","3","3","analyzed","gate_rejected","raw_fallback","False","0.39969","0.39969","-0.23782","-0.23782","-0.04341","-0.04341","-0.11852","-0.11852"
"257","LUR","6","5","analyzed","gate_rejected","raw_fallback","False","0.12631","0.12631","-0.07582","-0.07582","0.00000","0.00000","-0.05048","-0.05048"
"1396","LUW","17","6","analyzed","gate_rejected","raw_fallback","False","-0.03467","-0.03467","0.01759","0.01759","0.00000","0.00000","0.01708","0.01708"
"1548","LUX","10","8","analyzed","feasible","improvement_l2","True","0.38656","0.37262","-0.24217","-0.19053","0.15625","0.02545","-0.30074","-0.20753"
"271","LWA","13","6","analyzed","feasible","improvement_l2","True","0.32841","0.26603","-0.29288","-0.26879","-0.01643","0.00064","-0.01911","0.00212"
"818","LXG","1","1","analyzed","gate_rejected","raw_fallback","False","-0.03954","-0.03954","0.29890","0.29890","0.00000","0.00000","-0.25937","-0.25937"
"880","LZI","3","3","analyzed","gate_rejected","raw_fallback","False","-0.04804","-0.04804","0.20643","0.20643","0.00000","0.00000","-0.15839","-0.15839"
"878","LZO","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00436","-0.00436","0.03378","0.03378","0.00000","0.00000","-0.02941","-0.02941"
"1265","MAB","26","22","analyzed","feasible","improvement_l2","True","1.91876","1.80313","-3.89169","-3.81662","3.10762","2.40272","-1.13505","-0.38923"
"339","MAC","5","4","analyzed","feasible","target_l2","True","0.26058","0.21551","-0.11483","-0.07937","0.04676","-0.00071","-0.19252","-0.13544"
"1777","MAG","8","8","analyzed","feasible","minimax_ratio","True","1.03652","1.02971","-0.50174","-0.49844","0.14469","0.14374","-0.67962","-0.67501"
"986","MAH","1","1","analyzed","gate_rejected","raw_fallback","False","0.03365","0.03365","-0.01735","-0.01735","0.00162","0.00162","-0.01793","-0.01793"
"1788","MAI","7","6","analyzed","feasible","minimax_ratio","True","-0.00348","-0.00310","0.43272","0.38587","-0.13371","-0.11911","-0.29567","-0.26366"
"1365","MAJ","32","32","analyzed","gate_rejected","raw_fallback","False","7.22640","7.22640","2.86922","2.86922","0.85971","0.85971","-10.95583","-10.95583"
"1237","MAK","16","16","analyzed","feasible","minimax_ratio","True","1.00080","0.88484","-1.20174","-1.12396","0.22821","0.21344","-0.02745","0.02567"
"2289","MAL","21","21","analyzed","feasible","minimax_ratio","True","3.63775","3.55057","-2.48071","-2.42126","2.39267","2.33533","-3.54992","-3.46464"
"1137","MAM","143","53","analyzed","feasible","improvement_l2","True","0.48668","0.03709","0.83100","0.67683","4.85662","4.58750","-6.17547","-5.30142"
"1486","MAN","8","8","analyzed","feasible","absolute_l2","True","0.81684","0.72789","-0.05868","-0.03561","0.35274","0.27777","-1.11104","-0.97004"
"895","MAR","16","12","analyzed","gate_rejected","raw_fallback","False","-0.05836","-0.05836","-0.17667","-0.17667","-0.00630","-0.00630","0.24129","0.24129"
"1607","MAT","4","4","analyzed","feasible","improvement_l2","True","1.16161","1.10157","-0.55790","-0.54587","0.01249","0.00024","-0.61622","-0.55594"
"1330","MAU","1","1","analyzed","gate_rejected","raw_fallback","False","0.16160","0.16160","-0.03503","-0.03503","0.03167","0.03167","-0.15823","-0.15823"
"539","MBA","1","1","analyzed","gate_rejected","raw_fallback","False","0.09819","0.09819","-0.05638","-0.05638","0.00000","0.00000","-0.04182","-0.04182"
"578","MBD","1","0","no_valid_locations","","","","","","","","","","",""
"1534","MBT","1","1","analyzed","gate_rejected","raw_fallback","False","-0.01924","-0.01924","0.01246","0.01246","0.00000","0.00000","0.00678","0.00678"
"2160","MBZ","2","2","analyzed","gate_rejected","raw_fallback","False","0.35264","0.35264","-0.09799","-0.09799","0.00000","0.00000","-0.25469","-0.25469"
"1637","MCC","1","1","analyzed","gate_rejected","raw_fallback","False","0.04223","0.04223","-0.02192","-0.02192","0.00000","0.00000","-0.02031","-0.02031"
"915","MCI","2","1","analyzed","gate_rejected","raw_fallback","False","0.32395","0.32395","-0.12526","-0.12526","0.04487","0.04487","-0.24354","-0.24354"
"303","MCM","4","4","analyzed","gate_rejected","raw_fallback","False","0.38238","0.38238","-0.18789","-0.18789","0.00000","0.00000","-0.19446","-0.19446"
"150","MDA","12","12","analyzed","feasible","improvement_l2","True","-0.04713","0.00635","0.08498","0.06776","0.20285","0.07530","-0.24077","-0.14941"
"1232","MDI","1","1","analyzed","gate_rejected","raw_fallback","False","0.29721","0.29721","-0.40846","-0.40846","0.42169","0.42169","-0.31047","-0.31047"
"1199","MDM","2","2","analyzed","gate_rejected","raw_fallback","False","-0.14517","-0.14517","0.38292","0.38292","0.01066","0.01066","-0.24845","-0.24845"
"1781","MDN","1","1","analyzed","gate_rejected","raw_fallback","False","0.38218","0.38218","-0.11043","-0.11043","0.01702","0.01702","-0.28877","-0.28877"
"2218","MDS","1","1","analyzed","gate_rejected","raw_fallback","False","0.09303","0.09303","-0.09495","-0.09495","-0.00593","-0.00593","0.00783","0.00783"
"1431","MDY","8","8","analyzed","gate_rejected","raw_fallback","False","0.25029","0.25029","-0.13586","-0.13586","0.00000","0.00000","-0.11445","-0.11445"
"137","MEC","22","19","analyzed","feasible","minimax_ratio","True","0.93928","0.90109","-0.16124","-0.13623","0.65820","0.61318","-1.43644","-1.37804"
"1215","MED","6","6","analyzed","gate_rejected","raw_fallback","False","-0.11077","-0.11077","-0.00077","-0.00077","0.00000","0.00000","0.11150","0.11150"
"1797","MEI","14","14","analyzed","feasible","minimax_ratio","True","0.09580","0.09027","-0.41191","-0.38814","0.96053","0.90162","-0.64449","-0.60375"
"2194","MEM","1","1","analyzed","gate_rejected","raw_fallback","False","0.00784","0.00784","-0.02605","-0.02605","0.04091","0.04091","-0.02272","-0.02272"
"34","MEN","8","7","analyzed","feasible","minimax_ratio","True","0.27698","0.24330","-0.04879","-0.02791","0.27144","0.22355","-0.49970","-0.43893"
"1602","MET","4","4","analyzed","feasible","improvement_l2","True","0.94669","0.87978","-0.61165","-0.58247","0.00530","-0.00039","-0.34033","-0.29692"
"1298","MEW","6","6","analyzed","gate_rejected","raw_fallback","False","-2.38623","-2.38623","0.59476","0.59476","0.05463","0.05463","1.73671","1.73671"
"1487","MFA","3","3","analyzed","feasible","target_l2","True","0.86455","0.67088","-0.23024","-0.14570","0.06449","0.00069","-0.69884","-0.52587"
"1820","MFE","1","1","analyzed","gate_rejected","raw_fallback","False","0.65634","0.65634","-0.19832","-0.19832","0.04408","0.04408","-0.50211","-0.50211"
"2161","MFK","1","1","analyzed","gate_rejected","raw_fallback","False","0.08136","0.08136","-0.01878","-0.01878","0.00000","0.00000","-0.06259","-0.06259"
"1434","MGD","5","3","analyzed","gate_rejected","raw_fallback","False","0.01429","0.01429","-0.00536","-0.00536","0.00000","0.00000","-0.00893","-0.00893"
"901","MGG","5","5","analyzed","gate_rejected","raw_fallback","False","-0.02011","-0.02011","0.01233","0.01233","0.00000","0.00000","0.00774","0.00774"
"786","MGK","4","3","analyzed","gate_rejected","raw_fallback","False","-0.06688","-0.06688","0.30316","0.30316","0.00000","0.00000","-0.23626","-0.23626"
"783","MGN","3","2","analyzed","gate_rejected","raw_fallback","False","-0.03366","-0.03366","0.21551","0.21551","0.00000","0.00000","-0.18184","-0.18184"
"2121","MGT","3","3","analyzed","gate_rejected","raw_fallback","False","0.11267","0.11267","0.02350","0.02350","0.00000","0.00000","-0.13617","-0.13617"
"784","MHA","3","3","analyzed","gate_rejected","raw_fallback","False","-0.05905","-0.05905","0.17425","0.17425","0.03798","0.03798","-0.15317","-0.15317"
"1709","MHC","1","1","analyzed","gate_rejected","raw_fallback","False","0.03059","0.03059","-0.01273","-0.01273","0.00000","0.00000","-0.01786","-0.01786"
"780","MHK","3","3","analyzed","gate_rejected","raw_fallback","False","-0.04041","-0.04041","0.18409","0.18409","0.00000","0.00000","-0.14367","-0.14367"
"573","MHL","1","0","no_valid_locations","","","","","","","","","","",""
"781","MHN","3","3","analyzed","gate_rejected","raw_fallback","False","-0.06961","-0.06961","0.43764","0.43764","0.00000","0.00000","-0.36799","-0.36799"
"1629","MHT","1","1","analyzed","gate_rejected","raw_fallback","False","0.04173","0.04173","-0.02334","-0.02334","0.00000","0.00000","-0.01840","-0.01840"
"808","MHU","3","1","analyzed","gate_rejected","raw_fallback","False","0.00000","0.00000","0.18461","0.18461","0.00000","0.00000","-0.18460","-0.18460"
"987","MIC","1","0","no_valid_locations","","","","","","","","","","",""
"1172","MIE","9","9","analyzed","feasible","improvement_l2","True","-0.46436","-0.20722","0.03124","-0.01458","0.20256","0.09419","0.23045","0.12761"
"1905","MIH","23","23","analyzed","feasible","improvement_l2","True","0.46578","0.40391","-0.50930","-0.42763","0.28187","0.07641","-0.23855","-0.05269"
"1653","MIT","2","2","analyzed","gate_rejected","raw_fallback","False","0.03183","0.03183","-0.02200","-0.02200","-0.00324","-0.00324","-0.00657","-0.00657"
"1620","MIX","8","8","analyzed","feasible","improvement_l2","True","0.62430","0.55539","-0.57287","-0.55810","-0.00240","-0.00002","-0.04906","0.00273"
"1343","MJU","3","3","analyzed","feasible","improvement_l2","True","0.13888","0.08908","-0.01563","0.00711","0.01290","0.00528","-0.13617","-0.10147"
"2114","MKA","5","5","analyzed","gate_rejected","raw_fallback","False","0.29108","0.29108","-0.05713","-0.05713","0.00000","0.00000","-0.23393","-0.23393"
"1402","MKG","1","1","analyzed","gate_rejected","raw_fallback","False","0.00690","0.00690","-0.00044","-0.00044","0.00000","0.00000","-0.00646","-0.00646"
"1807","MKL","9","9","analyzed","feasible","improvement_l2","True","-0.14061","0.01069","-0.13934","-0.07713","0.39768","0.04292","-0.11791","0.02352"
"2116","MKN","3","3","analyzed","gate_rejected","raw_fallback","False","0.29513","0.29513","0.00310","0.00310","0.00000","0.00000","-0.29825","-0.29825"
"1916","MKR","16","16","analyzed","feasible","minimax_ratio","True","0.19317","0.16390","0.03104","0.02634","0.02311","0.01961","-0.24746","-0.20984"
"527","MKW","1","1","analyzed","gate_rejected","raw_fallback","False","0.02661","0.02661","-0.00272","-0.00272","0.00000","0.00000","-0.02389","-0.02389"
"2134","MLB","2","2","analyzed","gate_rejected","raw_fallback","False","0.15494","0.15494","-0.01618","-0.01618","0.00067","0.00067","-0.13945","-0.13945"
"797","MLE","1","1","analyzed","gate_rejected","raw_fallback","False","-0.01415","-0.01415","0.12003","0.12003","0.00000","0.00000","-0.10588","-0.10588"
"816","MLG","1","1","analyzed","gate_rejected","raw_fallback","False","-0.02835","-0.02835","0.17053","0.17053","0.00000","0.00000","-0.14217","-0.14217"
"1829","MLH","1","1","analyzed","gate_rejected","raw_fallback","False","0.31439","0.31439","-0.05949","-0.05949","0.00502","0.00502","-0.25994","-0.25994"
"536","MLI","1","1","analyzed","gate_rejected","raw_fallback","False","-0.05234","-0.05234","0.00021","0.00021","0.00000","0.00000","0.05213","0.05213"
"2011","MLK","1","1","analyzed","gate_rejected","raw_fallback","False","-0.09007","-0.09007","0.02175","0.02175","0.00000","0.00000","0.06832","0.06832"
"1257","MLL","9","9","analyzed","feasible","improvement_l2","True","0.16580","0.03725","-0.34650","-0.27495","1.39564","1.38420","-1.21505","-1.14650"
"2126","MLM","4","3","analyzed","gate_rejected","raw_fallback","False","-0.00091","-0.00091","0.07768","0.07768","0.00000","0.00000","-0.07676","-0.07676"
"1608","MLN","1","1","analyzed","gate_rejected","raw_fallback","False","0.05083","0.05083","-0.02746","-0.02746","0.00000","0.00000","-0.02337","-0.02337"
"1488","MLO","29","23","analyzed","feasible","minimax_ratio","True","-0.25240","-0.24077","0.03645","0.03484","0.89451","0.85489","-0.67903","-0.64895"
"77","MLT","1","1","analyzed","gate_rejected","raw_fallback","False","0.00044","0.00044","-0.00036","-0.00036","0.00001","0.00001","-0.00010","-0.00010"
"779","MMA","13","8","analyzed","feasible","minimax_ratio","True","0.10635","0.10395","0.50511","0.49371","0.04536","0.04431","-0.65679","-0.64196"
"1765","MMM","3","2","analyzed","feasible","absolute_l2","True","0.31526","0.27420","-0.17319","-0.14138","0.01155","0.00284","-0.15364","-0.13566"
"1430","MNA","1","1","analyzed","gate_rejected","raw_fallback","False","0.14749","0.14749","-0.17145","-0.17145","0.21981","0.21981","-0.19588","-0.19588"
"1489","MND","1","1","analyzed","gate_rejected","raw_fallback","False","0.08123","0.08123","-0.01463","-0.01463","0.00000","0.00000","-0.06661","-0.06661"
"2120","MNI","5","5","analyzed","gate_rejected","raw_fallback","False","0.25925","0.25925","0.01063","0.01063","0.00000","0.00000","-0.26987","-0.26987"
"2136","MNJ","3","2","analyzed","gate_rejected","raw_fallback","False","0.11615","0.11615","-0.03043","-0.03043","0.00000","0.00000","-0.08575","-0.08575"
"900","MNL","7","7","analyzed","feasible","minimax_ratio","True","0.10367","0.10233","-0.10017","-0.09887","0.12572","0.11045","-0.12928","-0.11390"
"353","MNN","1","1","analyzed","gate_rejected","raw_fallback","False","0.13132","0.13132","-0.07821","-0.07821","0.00000","0.00000","-0.05312","-0.05312"
"1386","MNU","8","5","analyzed","feasible","target_l2","True","0.32123","0.21607","-0.10843","-0.00356","0.00499","-0.00036","-0.21779","-0.21216"
"920","MNZ","6","6","analyzed","feasible","improvement_l2","True","0.92227","0.71234","-0.29789","-0.29688","-0.18568","0.00388","-0.43877","-0.41934"
"2061","MOG","3","3","analyzed","gate_rejected","raw_fallback","False","-0.02696","-0.02696","-0.04300","-0.04300","-0.01115","-0.01115","0.08112","0.08112"
"1536","MOM","7","5","analyzed","gate_rejected","raw_fallback","False","-0.02764","-0.02764","-0.02223","-0.02223","0.00000","0.00000","0.04985","0.04985"
"1185","MON","1","1","analyzed","gate_rejected","raw_fallback","False","0.05498","0.05498","-0.01440","-0.01440","0.00000","0.00000","-0.04059","-0.04059"
"1425","MOO","2","2","analyzed","gate_rejected","raw_fallback","False","0.00814","0.00814","-0.00811","-0.00811","0.00000","0.00000","-0.00002","-0.00002"
"1576","MOR","90","90","analyzed","feasible","improvement_l2","True","3.72109","0.92345","-2.36419","0.18182","1.28184","0.02748","-2.63938","-1.13275"
"2025","MOS","26","25","analyzed","feasible","minimax_ratio","True","-0.41017","0.30682","-0.79022","-0.76548","0.36334","-0.35196","0.83682","0.81062"
"1195","MOU","1","1","analyzed","gate_rejected","raw_fallback","False","0.09612","0.09612","-0.04889","-0.04889","0.00000","0.00000","-0.04724","-0.04724"
"355","MOY","4","2","analyzed","gate_rejected","raw_fallback","False","-0.12478","-0.12478","0.12031","0.12031","0.01701","0.01701","-0.01256","-0.01256"
"554","MOZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.00408","0.00408","-0.00477","-0.00477","0.00000","0.00000","0.00069","0.00069"
"1532","MPE","6","6","analyzed","gate_rejected","raw_fallback","False","-0.00694","-0.00694","-0.12350","-0.12350","0.00000","0.00000","0.13044","0.13044"
"2258","MPR","2","2","analyzed","gate_rejected","raw_fallback","False","0.14933","0.14933","-0.03983","-0.03983","0.00000","0.00000","-0.10949","-0.10949"
"1821","MRB","1","1","analyzed","gate_rejected","raw_fallback","False","0.08206","0.08206","-0.02374","-0.02374","0.00000","0.00000","-0.05834","-0.05834"
"1201","MRC","4","3","analyzed","feasible","target_l2","True","0.31004","0.26524","-0.10096","-0.09257","0.00538","-0.00041","-0.21451","-0.17225"
"988","MRE","3","0","no_valid_locations","","","","","","","","","","",""
"147","MRH","1","1","analyzed","gate_rejected","raw_fallback","False","0.01516","0.01516","0.00196","0.00196","0.00000","0.00000","-0.01712","-0.01712"
"2059","MRM","7","7","analyzed","feasible","target_l2","True","-0.12802","-0.03943","-0.13734","-0.05673","-0.00950","0.00005","0.27482","0.09612"
"1404","MRN","1","1","analyzed","gate_rejected","raw_fallback","False","0.00541","0.00541","0.00187","0.00187","0.00000","0.00000","-0.00728","-0.00728"
"1381","MRP","14","7","analyzed","gate_rejected","raw_fallback","False","0.04594","0.04594","0.03747","0.03747","0.00000","0.00000","-0.08344","-0.08344"
"1859","MRS","1","1","analyzed","gate_rejected","raw_fallback","False","0.03284","0.03284","-0.01103","-0.01103","0.00000","0.00000","-0.02182","-0.02182"
"1169","MRT","1","1","analyzed","gate_rejected","raw_fallback","False","0.05475","0.05475","-0.01361","-0.01361","0.00379","0.00379","-0.04494","-0.04494"
"1933","MRV","1","1","analyzed","gate_rejected","raw_fallback","False","0.23967","0.23967","-0.08500","-0.08500","-0.07789","-0.07789","-0.07677","-0.07677"
"1312","MRW","3","3","analyzed","gate_rejected","raw_fallback","False","-0.07445","-0.07445","-0.00827","-0.00827","0.01776","0.01776","0.06496","0.06496"
"2190","MSB","1","1","analyzed","gate_rejected","raw_fallback","False","0.04128","0.04128","-0.00998","-0.00998","0.00117","0.00117","-0.03247","-0.03247"
"1283","MSN","20","20","analyzed","feasible","balanced_l2","True","-1.27974","-0.04203","-0.58065","-0.39465","0.39292","0.00350","1.46723","0.43318"
"1491","MSO","1","1","analyzed","gate_rejected","raw_fallback","False","0.23538","0.23538","-0.04561","-0.04561","0.00000","0.00000","-0.18978","-0.18978"
"1492","MSP","3","2","analyzed","gate_rejected","raw_fallback","False","0.31033","0.31033","-0.02019","-0.02019","0.00000","0.00000","-0.29016","-0.29016"
"1967","MSV","12","12","analyzed","feasible","balanced_l2","True","-0.21377","0.00096","0.08370","0.00671","0.06669","-0.00014","0.06328","-0.00752"
"1493","MTA","1","1","analyzed","gate_rejected","raw_fallback","False","0.27275","0.27275","-0.28023","-0.28023","0.43049","0.43049","-0.42301","-0.42301"
"1190","MTB","1","1","analyzed","gate_rejected","raw_fallback","False","0.04002","0.04002","-0.00827","-0.00827","0.00652","0.00652","-0.03828","-0.03828"
"782","MTG","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00449","-0.00449","0.02340","0.02340","0.00000","0.00000","-0.01891","-0.01891"
"571","MTO","1","0","no_valid_locations","","","","","","","","","","",""
"211","MTR","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00078","-0.00078","0.00868","0.00868","0.00719","0.00719","-0.01510","-0.01510"
"1193","MTZ","5","5","analyzed","feasible","minimax_ratio","True","0.50488","0.49349","-0.45733","-0.44695","0.11626","0.11364","-0.16387","-0.16017"
"2110","MUA","15","11","analyzed","feasible","target_l2","True","0.72187","0.62939","-0.22845","-0.22404","0.05851","-0.00036","-0.55196","-0.40499"
"989","MUH","1","0","no_valid_locations","","","","","","","","","","",""
"2009","MUI","1","1","analyzed","gate_rejected","raw_fallback","False","-0.20346","-0.20346","0.04360","0.04360","0.00000","0.00000","0.15985","0.15985"
"2229","MUL","1","1","analyzed","gate_rejected","raw_fallback","False","0.04551","0.04551","0.00495","0.00495","0.06501","0.06501","-0.11550","-0.11550"
"1867","MUN","9","9","analyzed","feasible","absolute_l2","True","0.58722","0.57475","-0.66390","-0.64546","0.64857","0.35106","-0.57200","-0.28035"
"2227","MUR","1","1","analyzed","gate_rejected","raw_fallback","False","0.38206","0.38206","-0.12420","-0.12420","0.00000","0.00000","-0.25786","-0.25786"
"54","MUS","1","1","analyzed","gate_rejected","raw_fallback","False","0.11590","0.11590","-0.05108","-0.05108","-0.00674","-0.00674","-0.05810","-0.05810"
"142","MUT","10","10","analyzed","gate_rejected","raw_fallback","False","0.24456","0.24456","0.07237","0.07237","0.00000","0.00000","-0.31691","-0.31691"
"2148","MVA","16","16","analyzed","feasible","absolute_l2","True","1.35341","1.20067","-0.86908","-0.76793","0.53698","0.33853","-1.02149","-0.77127"
"785","MWO","2","0","no_valid_locations","","","","","","","","","","",""
"1650","MXT","1","1","analyzed","gate_rejected","raw_fallback","False","0.01719","0.01719","-0.00904","-0.00904","0.00000","0.00000","-0.00815","-0.00815"
"2113","MYA","3","3","analyzed","gate_rejected","raw_fallback","False","0.05666","0.05666","-0.00488","-0.00488","0.00000","0.00000","-0.05179","-0.05179"
"1427","MYI","6","3","analyzed","gate_rejected","raw_fallback","False","0.03637","0.03637","0.00207","0.00207","0.00000","0.00000","-0.03846","-0.03846"
"107","MYM","2","1","analyzed","gate_rejected","raw_fallback","False","0.04056","0.04056","-0.03016","-0.03016","-0.00042","-0.00042","-0.00999","-0.00999"
"332","MYO","3","3","analyzed","gate_rejected","raw_fallback","False","0.05123","0.05123","-0.02854","-0.02854","0.00000","0.00000","-0.02267","-0.02267"
"1578","MZB","4","4","analyzed","gate_rejected","raw_fallback","False","0.14219","0.14219","-0.03663","-0.03663","0.00000","0.00000","-0.10559","-0.10559"
"1898","MZF","27","27","analyzed","feasible","improvement_l2","True","0.68146","0.30027","-0.15231","0.00589","0.18405","0.01263","-0.71352","-0.31878"
"53","MZJ","1","1","analyzed","gate_rejected","raw_fallback","False","0.04985","0.04985","-0.01615","-0.01615","0.00014","0.00014","-0.03384","-0.03384"
"209","MZK","1","1","analyzed","gate_rejected","raw_fallback","False","0.00632","0.00632","-0.00190","-0.00190","0.00000","0.00000","-0.00443","-0.00443"
"1914","MZN","6","6","analyzed","feasible","minimax_ratio","True","0.11373","0.10887","-0.00134","-0.00013","0.01396","0.01228","-0.12642","-0.12102"
"1633","MZT","1","1","analyzed","gate_rejected","raw_fallback","False","0.16222","0.16222","-0.06121","-0.06121","0.00000","0.00000","-0.10102","-0.10102"
"1346","NAG","1","1","analyzed","gate_rejected","raw_fallback","False","0.02079","0.02079","-0.01424","-0.01424","0.00000","0.00000","-0.00657","-0.00657"
"991","NAL","1","0","no_valid_locations","","","","","","","","","","",""
"1552","NAM","1","0","no_valid_locations","","","","","","","","","","",""
"1494","NAP","65","62","analyzed","feasible","improvement_l2","True","-1.20547","0.29418","0.32217","0.01310","6.99235","4.40233","-6.10994","-4.70961"
"1258","NAV","10","10","analyzed","gate_rejected","raw_fallback","False","0.78868","0.78868","0.28361","0.28361","0.61922","0.61922","-1.69162","-1.69162"
"201","NAX","3","3","analyzed","feasible","target_l2","True","0.07255","0.05938","-0.07295","-0.05604","0.04461","-0.00022","-0.04425","-0.00312"
"909","NBH","8","8","analyzed","gate_rejected","raw_fallback","False","0.68881","0.68881","-0.22291","-0.22291","0.00000","0.00000","-0.46588","-0.46588"
"906","NCN","8","8","analyzed","gate_rejected","raw_fallback","False","0.13427","0.13427","-0.01049","-0.01049","0.00000","0.00000","-0.12385","-0.12385"
"866","NDN","3","3","analyzed","gate_rejected","raw_fallback","False","-0.03162","-0.03162","0.19655","0.19655","0.00000","0.00000","-0.16491","-0.16491"
"222","NEG","5","5","analyzed","feasible","improvement_l2","True","-0.05329","-0.04972","0.01425","0.01337","0.04144","0.03650","-0.00243","-0.00016"
"2244","NEL","1","1","analyzed","gate_rejected","raw_fallback","False","0.04131","0.04131","-0.01526","-0.01526","0.02133","0.02133","-0.04739","-0.04739"
"992","NEM","1","0","no_valid_locations","","","","","","","","","","",""
"217","NEO","2","2","analyzed","feasible","minimax_ratio","True","0.06354","0.03320","-0.02247","-0.01006","0.00631","-0.00330","-0.04740","-0.01984"
"2174","NEU","1","1","analyzed","gate_rejected","raw_fallback","False","0.03088","0.03088","-0.00563","-0.00563","0.00366","0.00366","-0.02892","-0.02892"
"1156","NEV","6","6","analyzed","feasible","minimax_ratio","True","0.66875","0.66293","-0.18901","-0.18736","0.03711","0.03679","-0.51694","-0.51235"
"955","NEY","1","1","analyzed","gate_rejected","raw_fallback","False","0.04963","0.04963","-0.00841","-0.00841","0.00000","0.00000","-0.04122","-0.04122"
"1936","NGD","15","14","analyzed","feasible","minimax_ratio","True","0.45331","0.42692","-0.61737","-0.58143","0.85334","0.40563","-0.68937","-0.25112"
"1416","NGL","1","1","analyzed","gate_rejected","raw_fallback","False","0.34138","0.34138","-0.05009","-0.05009","0.00000","0.00000","-0.29130","-0.29130"
"800","NGZ","4","4","analyzed","gate_rejected","raw_fallback","False","-0.13392","-0.13392","0.28125","0.28125","0.00000","0.00000","-0.14732","-0.14732"
"1828","NHS","1","1","analyzed","gate_rejected","raw_fallback","False","0.06663","0.06663","-0.01533","-0.01533","0.00217","0.00217","-0.05348","-0.05348"
"1893","NID","1","1","analyzed","gate_rejected","raw_fallback","False","0.02430","0.02430","-0.00791","-0.00791","0.00000","0.00000","-0.01641","-0.01641"
"1875","NIE","1","1","analyzed","gate_rejected","raw_fallback","False","0.07347","0.07347","-0.02079","-0.02079","0.00520","0.00520","-0.05790","-0.05790"
