"owner_id","owner_tag","location_count","valid_location_count","analysis_status","approximation_status","approximation_strategy","approximation_accepted","nobles_raw_deviation","nobles_approx_deviation","clergy_raw_deviation","clergy_approx_deviation","burghers_raw_deviation","burghers_approx_deviation","lower_raw_deviation","lower_approx_deviation"
"867","DLN","2","1","analyzed","gate_rejected","raw_fallback","False","-0.02920","-0.02920","0.08103","0.08103","0.00000","0.00000","-0.05182","-0.05182"
"47","DMB","1","1","analyzed","gate_rejected","raw_fallback","False","0.04038","0.04038","-0.01646","-0.01646","0.00089","0.00089","-0.02481","-0.02481"
"2039","DMI","2","2","analyzed","gate_rejected","raw_fallback","False","0.03346","0.03346","-0.04610","-0.04610","-0.00476","-0.00476","0.01738","0.01738"
"517","DML","1","1","analyzed","gate_rejected","raw_fallback","False","0.26543","0.26543","-0.11874","-0.11874","0.01331","0.01331","-0.15999","-0.15999"
"297","DMS","8","4","analyzed","feasible","minimax_ratio","True","-0.00064","0.00063","-0.11704","-0.11458","0.11623","0.11251","0.00147","0.00144"
"2193","DNB","1","1","analyzed","gate_rejected","raw_fallback","False","0.04781","0.04781","-0.00940","-0.00940","0.00000","0.00000","-0.03842","-0.03842"
"1324","DOG","3","3","analyzed","feasible","absolute_l2","True","0.02020","0.00204","-0.01093","-0.00508","0.00761","-0.00019","-0.01689","0.00324"
"1415","DOM","1","1","analyzed","gate_rejected","raw_fallback","False","0.11301","0.11301","-0.04179","-0.04179","0.00856","0.00856","-0.07980","-0.07980"
"1876","DPH","1","1","analyzed","gate_rejected","raw_fallback","False","0.10699","0.10699","-0.04274","-0.04274","-0.00104","-0.00104","-0.06322","-0.06322"
"1168","DRE","1","1","analyzed","gate_rejected","raw_fallback","False","0.02768","0.02768","-0.00646","-0.00646","0.00000","0.00000","-0.02122","-0.02122"
"905","DRG","7","7","analyzed","gate_rejected","raw_fallback","False","0.16642","0.16642","0.06275","0.06275","0.05013","0.05013","-0.27933","-0.27933"
"1295","DRP","1","1","analyzed","gate_rejected","raw_fallback","False","0.09086","0.09086","0.05553","0.05553","0.00000","0.00000","-0.14641","-0.14641"
"1970","DRU","3","3","analyzed","feasible","improvement_l2","True","0.05613","0.04504","-0.00846","-0.00387","0.00443","0.00004","-0.05212","-0.04121"
"1318","DRW","2","2","analyzed","feasible","target_l2","True","0.16743","0.14847","-0.08782","-0.08083","0.00216","-0.00010","-0.08180","-0.06755"
"46","DSN","2","2","analyzed","gate_rejected","raw_fallback","False","0.05403","0.05403","0.00582","0.00582","0.00891","0.00891","-0.06877","-0.06877"
"268","DTI","6","6","analyzed","feasible","target_l2","True","-0.38222","-0.01514","0.08910","0.01584","0.02914","-0.00001","0.26390","-0.00069"
"1857","DTM","1","1","analyzed","gate_rejected","raw_fallback","False","0.01167","0.01167","0.00137","0.00137","0.03988","0.03988","-0.05294","-0.05294"
"24","DUL","11","10","analyzed","feasible","improvement_l2","True","0.03624","0.00874","-0.08955","-0.08211","0.40694","0.27632","-0.35374","-0.20296"
"1849","DUN","2","2","analyzed","feasible","target_l2","True","0.17719","0.17632","-0.07184","-0.07089","0.00808","-0.00066","-0.11346","-0.10477"
"835","DWG","1","1","analyzed","gate_rejected","raw_fallback","False","0.00476","0.00476","-0.00256","-0.00256","0.00000","0.00000","-0.00221","-0.00221"
"144","DWS","9","9","analyzed","gate_rejected","raw_fallback","False","0.14417","0.14417","-0.00117","-0.00117","0.00000","0.00000","-0.14301","-0.14301"
"872","DYG","1","0","no_valid_locations","","","","","","","","","","",""
"882","DYN","2","1","analyzed","gate_rejected","raw_fallback","False","-0.00735","-0.00735","0.06305","0.06305","0.00000","0.00000","-0.05570","-0.05570"
"855","DZH","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00398","-0.00398","0.02528","0.02528","0.00000","0.00000","-0.02129","-0.02129"
"412","DZK","3","3","analyzed","gate_rejected","raw_fallback","False","-0.00123","-0.00123","0.03436","0.03436","0.00000","0.00000","-0.03311","-0.03311"
"48","EGL","2","2","analyzed","gate_rejected","raw_fallback","False","0.09641","0.09641","-0.02329","-0.02329","0.00000","0.00000","-0.07314","-0.07314"
"2185","EIC","2","2","analyzed","gate_rejected","raw_fallback","False","0.16122","0.16122","-0.06426","-0.06426","0.00437","0.00437","-0.10137","-0.10137"
"966","EJI","1","0","no_valid_locations","","","","","","","","","","",""
"1277","ELA","1","1","analyzed","gate_rejected","raw_fallback","False","0.02330","0.02330","0.01674","0.01674","0.00000","0.00000","-0.04005","-0.04005"
"2239","ELL","1","1","analyzed","gate_rejected","raw_fallback","False","0.08092","0.08092","-0.02903","-0.02903","0.02135","0.02135","-0.07324","-0.07324"
"326","ELY","1","1","analyzed","gate_rejected","raw_fallback","False","0.16917","0.16917","-0.08373","-0.08373","0.00000","0.00000","-0.08545","-0.08545"
"289","ENG","138","132","analyzed","feasible","improvement_l2","True","-8.05952","-2.13553","1.77339","-0.09995","6.63294","2.20048","-0.34816","0.03500"
"1210","ENN","6","6","analyzed","gate_rejected","raw_fallback","False","-0.04410","-0.04410","0.00541","0.00541","0.00000","0.00000","0.03869","0.03869"
"202","EPI","10","10","analyzed","feasible","target_l2","True","0.15449","0.14462","-0.19699","-0.11091","0.16986","-0.01133","-0.12744","-0.02238"
"1841","ERB","1","1","analyzed","gate_rejected","raw_fallback","False","0.04048","0.04048","-0.00940","-0.00940","0.00000","0.00000","-0.03110","-0.03110"
"25","ERE","42","36","analyzed","feasible","improvement_l2","True","1.91038","1.37783","-1.10690","-0.85627","0.78397","0.06002","-1.58766","-0.58158"
"1830","ERF","1","1","analyzed","gate_rejected","raw_fallback","False","0.26389","0.26389","0.06027","0.06027","0.13899","0.13899","-0.46320","-0.46320"
"235","ERM","3","3","analyzed","gate_rejected","raw_fallback","False","0.06449","0.06449","-0.02835","-0.02835","0.00000","0.00000","-0.03614","-0.03614"
"1858","ESS","1","1","analyzed","gate_rejected","raw_fallback","False","0.13052","0.13052","-0.07813","-0.07813","0.01961","0.01961","-0.07200","-0.07200"
"1178","ETA","2","2","analyzed","gate_rejected","raw_fallback","False","0.20978","0.20978","-0.07613","-0.07613","0.00000","0.00000","-0.13369","-0.13369"
"1213","ETH","45","29","analyzed","feasible","balanced_l2","True","-0.20961","0.00000","-0.19069","0.00000","0.16935","0.00000","0.23068","0.00000"
"1702","ETZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.01733","0.01733","-0.01009","-0.01009","0.00000","0.00000","-0.00723","-0.00723"
"1153","EVR","4","4","analyzed","feasible","balanced_l2","True","0.21669","0.19980","-0.06524","-0.06408","0.01520","0.00329","-0.16667","-0.13902"
"1894","EVS","1","1","analyzed","gate_rejected","raw_fallback","False","0.02471","0.02471","-0.00804","-0.00804","0.00185","0.00185","-0.01854","-0.01854"
"343","EWY","1","1","analyzed","gate_rejected","raw_fallback","False","0.05999","0.05999","-0.01580","-0.01580","0.01504","0.01504","-0.05923","-0.05923"
"1474","FAE","1","1","analyzed","gate_rejected","raw_fallback","False","0.04370","0.04370","-0.00998","-0.00998","0.00229","0.00229","-0.03603","-0.03603"
"1912","FAL","2","2","analyzed","gate_rejected","raw_fallback","False","0.20132","0.20132","0.06799","0.06799","-0.09517","-0.09517","-0.17413","-0.17413"
"2208","FBG","1","1","analyzed","gate_rejected","raw_fallback","False","0.37058","0.37058","-0.40375","-0.40375","0.22089","0.22089","-0.18774","-0.18774"
"1143","FCB","11","11","analyzed","feasible","minimax_ratio","True","1.13725","1.11549","-0.00179","0.00176","0.03602","0.03544","-1.17159","-1.15269"
"327","FCL","1","1","analyzed","gate_rejected","raw_fallback","False","0.03162","0.03162","-0.02050","-0.02050","0.00000","0.00000","-0.01113","-0.01113"
"511","FDL","27","15","analyzed","feasible","balanced_l2","True","0.13706","0.00000","-0.05667","0.00000","0.12143","0.00000","-0.20194","0.00000"
"2252","FEO","1","1","analyzed","gate_rejected","raw_fallback","False","0.00556","0.00556","-0.02223","-0.02223","0.02448","0.02448","-0.00782","-0.00782"
"1476","FER","8","7","analyzed","feasible","minimax_ratio","True","1.11628","1.08071","-0.27199","-0.26319","0.43606","0.42216","-1.28049","-1.23968"
"1547","FLA","12","12","analyzed","feasible","minimax_ratio","True","2.88716","2.85907","-0.37275","-0.06139","1.91882","1.59269","-4.43350","-4.39037"
"1826","FLD","2","2","analyzed","gate_rejected","raw_fallback","False","0.14388","0.14388","-0.04343","-0.04343","-0.00496","-0.00496","-0.09552","-0.09552"
"2217","FLK","2","2","analyzed","gate_rejected","raw_fallback","False","0.58352","0.58352","-0.22124","-0.22124","0.04010","0.04010","-0.40238","-0.40238"
"967","FLN","1","1","analyzed","gate_rejected","raw_fallback","False","0.02179","0.02179","-0.00733","-0.00733","0.00000","0.00000","-0.01447","-0.01447"
"1477","FLO","5","5","analyzed","feasible","minimax_ratio","True","3.63213","3.49010","-1.03106","-0.53197","5.48885","4.81561","-8.09010","-7.77374"
"335","FLY","2","2","analyzed","gate_rejected","raw_fallback","False","0.60250","0.60250","-0.21148","-0.21148","0.00543","0.00543","-0.39645","-0.39645"
"329","FMA","2","2","analyzed","gate_rejected","raw_fallback","False","0.15478","0.15478","-0.08488","-0.08488","0.00000","0.00000","-0.06990","-0.06990"
"2024","FMB","1","1","analyzed","gate_rejected","raw_fallback","False","-0.02115","-0.02115","-0.00239","-0.00239","0.00000","0.00000","0.02353","0.02353"
"1948","FMN","1","1","analyzed","gate_rejected","raw_fallback","False","0.06205","0.06205","0.00886","0.00886","0.00000","0.00000","-0.07092","-0.07092"
"1154","FOI","2","2","analyzed","gate_rejected","raw_fallback","False","0.05443","0.05443","0.04500","0.04500","0.00000","0.00000","-0.09946","-0.09946"
"1141","FRA","163","80","analyzed","feasible","improvement_l2","True","-16.40482","-5.25409","1.66075","1.12278","8.89400","4.01487","5.84878","0.11645"
"2184","FRE","5","4","analyzed","feasible","minimax_ratio","True","-0.03190","-0.02994","-0.02193","-0.02058","0.06709","0.06185","-0.01327","-0.01133"
"1558","FRI","11","11","analyzed","feasible","improvement_l2","True","2.71994","2.52347","-0.10686","0.00500","0.17117","0.00621","-2.78436","-2.53468"
"1478","FRM","1","1","analyzed","gate_rejected","raw_fallback","False","0.13078","0.13078","-0.04189","-0.04189","0.00000","0.00000","-0.08891","-0.08891"
"1840","FRN","1","1","analyzed","gate_rejected","raw_fallback","False","0.04427","0.04427","-0.15339","-0.15339","0.10617","0.10617","0.00291","0.00291"
"1200","FRT","2","2","analyzed","feasible","target_l2","True","0.37419","0.32824","-0.12742","-0.11443","0.00963","-0.00108","-0.25639","-0.21273"
"1175","FRZ","5","5","analyzed","feasible","minimax_ratio","True","0.57093","0.54909","-0.05817","-0.04348","0.47850","0.44782","-0.99136","-0.95343"
"2233","FUR","1","1","analyzed","gate_rejected","raw_fallback","False","0.03373","0.03373","-0.01368","-0.01368","0.01785","0.01785","-0.03791","-0.03791"
"968","FUT","1","0","no_valid_locations","","","","","","","","","","",""
"969","FUY","3","0","no_valid_locations","","","","","","","","","","",""
"1136","FZA","13","0","no_valid_locations","","","","","","","","","","",""
"879","FZH","1","0","no_valid_locations","","","","","","","","","","",""
"248","GAU","17","17","analyzed","feasible","minimax_ratio","True","1.97011","1.93042","-2.18386","-2.13956","0.19741","0.19343","0.01603","0.01571"
"2255","GAZ","3","3","analyzed","feasible","improvement_l2","True","-0.23215","-0.22744","-0.01016","0.00081","0.37200","0.35374","-0.12975","-0.12711"
"1870","GBH","3","3","analyzed","feasible","target_l2","True","0.73912","0.53481","-0.22060","-0.14618","0.04983","-0.00049","-0.56836","-0.38815"
"1573","GBS","12","12","analyzed","gate_rejected","raw_fallback","False","0.07032","0.07032","0.18798","0.18798","0.00000","0.00000","-0.25836","-0.25836"
"1701","GCH","1","1","analyzed","gate_rejected","raw_fallback","False","0.02143","0.02143","-0.01179","-0.01179","0.00347","0.00347","-0.01312","-0.01312"
"1321","GDA","5","5","analyzed","feasible","minimax_ratio","True","-0.36663","-0.34104","-0.18223","-0.16954","0.08254","0.07679","0.46627","0.43379"
"540","GED","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00167","-0.00167","-0.00287","-0.00287","0.00000","0.00000","0.00452","0.00452"
"1853","GEL","8","8","analyzed","feasible","improvement_l2","True","-0.04288","0.00406","0.15004","0.04231","0.11575","0.00570","-0.22296","-0.05207"
"1480","GEN","19","10","analyzed","feasible","minimax_ratio","True","1.95715","1.91719","-0.35714","-0.29902","2.79202","2.68442","-4.39228","-4.30259"
"391","GEO","44","39","analyzed","feasible","absolute_l2","True","0.64832","0.44102","-1.34204","-0.07644","1.32101","0.19848","-0.62766","-0.56305"
"1574","GFS","7","7","analyzed","gate_rejected","raw_fallback","False","0.43157","0.43157","-0.08804","-0.08804","0.00000","0.00000","-0.34352","-0.34352"
"819","GGX","5","5","analyzed","gate_rejected","raw_fallback","False","-0.24076","-0.24076","0.75544","0.75544","0.00000","0.00000","-0.51464","-0.51464"
"2287","GHA","16","13","analyzed","feasible","improvement_l2","True","-0.38503","0.04104","-0.26781","-0.25360","0.65507","0.21254","-0.00228","0.00002"
"1307","GHL","2","2","analyzed","gate_rejected","raw_fallback","False","0.22538","0.22538","-0.39948","-0.39948","-0.00309","-0.00309","0.17714","0.17714"
"1332","GHR","9","9","analyzed","feasible","target_l2","True","0.19459","0.17898","-0.46464","-0.33330","0.05291","-0.00062","0.21710","0.15494"
"970","GIL","1","0","no_valid_locations","","","","","","","","","","",""
"1799","GLA","1","1","analyzed","gate_rejected","raw_fallback","False","0.07978","0.07978","-0.02500","-0.02500","0.01528","0.01528","-0.07007","-0.07007"
"2248","GLH","740","199","analyzed","feasible","balanced_l2","True","-5.78834","0.00000","-3.02314","0.00000","1.19471","0.00000","7.61596","0.00000"
"1351","GLI","8","5","analyzed","feasible","minimax_ratio","True","0.15075","0.14312","-0.19710","-0.18710","0.03594","0.03412","0.01038","0.00985"
"2040","GLM","12","6","analyzed","gate_rejected","raw_fallback","False","-0.21401","-0.21401","-0.16875","-0.16875","0.02874","0.02874","0.35402","0.35402"
"1887","GLN","1","1","analyzed","gate_rejected","raw_fallback","False","0.14640","0.14640","-0.03300","-0.03300","0.00000","0.00000","-0.11341","-0.11341"
"1991","GLO","5","5","analyzed","gate_rejected","raw_fallback","False","0.45835","0.45835","-0.11558","-0.11558","0.04223","0.04223","-0.38504","-0.38504"
"320","GLS","1","1","analyzed","gate_rejected","raw_fallback","False","0.04623","0.04623","-0.02449","-0.02449","0.00000","0.00000","-0.02174","-0.02174"
"831","GLU","1","1","analyzed","gate_rejected","raw_fallback","False","0.00428","0.00428","-0.00103","-0.00103","0.00000","0.00000","-0.00326","-0.00326"
"338","GMG","3","3","analyzed","gate_rejected","raw_fallback","False","0.12399","0.12399","-0.01218","-0.01218","0.00000","0.00000","-0.11181","-0.11181"
"1855","GMK","3","3","analyzed","feasible","improvement_l2","True","0.41978","0.33460","-0.25691","-0.24110","-0.00623","-0.00079","-0.15666","-0.09271"
"826","GNG","1","1","analyzed","gate_rejected","raw_fallback","False","0.19306","0.19306","-0.07557","-0.07557","0.02289","0.02289","-0.14037","-0.14037"
"907","GNJ","10","10","analyzed","feasible","minimax_ratio","True","0.71463","0.66688","-0.27215","-0.25918","-0.27711","-0.26390","-0.16553","-0.14380"
"877","GNN","3","3","analyzed","gate_rejected","raw_fallback","False","-0.08994","-0.08994","0.37489","0.37489","0.00000","0.00000","-0.28492","-0.28492"
"1207","GNV","3","3","analyzed","feasible","minimax_ratio","True","0.51037","0.50609","-0.22638","-0.22588","-0.05926","-0.05913","-0.22478","-0.22107"
"1293","GOA","2","2","analyzed","gate_rejected","raw_fallback","False","0.13817","0.13817","-0.05656","-0.05656","0.09154","0.09154","-0.17327","-0.17327"
"2310","GOB","6","6","analyzed","feasible","minimax_ratio","True","0.42366","0.42163","-0.41268","-0.41070","0.11870","0.11366","-0.12972","-0.12458"
"927","GOL","12","11","analyzed","gate_rejected","raw_fallback","False","0.88891","0.88891","-0.31530","-0.31530","0.00000","0.00000","-0.57362","-0.57362"
"226","GOR","7","5","analyzed","feasible","balanced_l2","True","-0.65520","-0.47761","0.16502","0.13901","0.01071","0.00038","0.47944","0.33822"
"1872","GOS","1","1","analyzed","gate_rejected","raw_fallback","False","-0.09923","-0.09923","-0.30285","-0.30285","0.70630","0.70630","-0.30423","-0.30423"
"1399","GOW","2","2","analyzed","gate_rejected","raw_fallback","False","0.16500","0.16500","-0.16480","-0.16480","0.09256","0.09256","-0.09277","-0.09277"
"1255","GRA","18","18","analyzed","feasible","improvement_l2","True","1.30128","0.60697","-0.07061","0.01765","1.81859","1.61635","-3.04951","-2.24097"
"2180","GRF","1","1","analyzed","gate_rejected","raw_fallback","False","0.04860","0.04860","-0.01145","-0.01145","0.00941","0.00941","-0.04657","-0.04657"
"1904","GRG","48","19","analyzed","feasible","absolute_l2","True","0.27435","0.20798","-0.15146","-0.10463","0.30915","0.09991","-0.43208","-0.20326"
"2234","GRK","1","1","analyzed","gate_rejected","raw_fallback","False","0.01525","0.01525","-0.00521","-0.00521","0.00822","0.00822","-0.01826","-0.01826"
"13","GRL","12","12","analyzed","gate_rejected","raw_fallback","False","0.11066","0.11066","-0.02561","-0.02561","0.00000","0.00000","-0.08500","-0.08500"
"26","GRM","17","12","analyzed","feasible","minimax_ratio","True","0.97702","0.85783","-0.55113","-0.48389","0.40067","0.23759","-0.82663","-0.61153"
"78","GRR","1","0","no_valid_locations","","","","","","","","","","",""
"2057","GRS","6","6","analyzed","feasible","improvement_l2","True","-0.15741","-0.07168","-0.05441","-0.05310","0.03598","-0.00964","0.17581","0.13442"
"1393","GRT","5","5","analyzed","gate_rejected","raw_fallback","False","0.09267","0.09267","-0.06622","-0.06622","0.00000","0.00000","-0.02645","-0.02645"
"2221","GRY","2","2","analyzed","gate_rejected","raw_fallback","False","0.12155","0.12155","-0.00560","-0.00560","0.02022","0.02022","-0.13619","-0.13619"
"1810","GSW","3","3","analyzed","gate_rejected","raw_fallback","False","0.44780","0.44780","-0.16634","-0.16634","0.00000","0.00000","-0.28149","-0.28149"
"1481","GUB","1","1","analyzed","gate_rejected","raw_fallback","False","0.41669","0.41669","-0.08326","-0.08326","0.00000","0.00000","-0.33343","-0.33343"
"893","GUG","7","7","analyzed","gate_rejected","raw_fallback","False","0.00406","0.00406","-0.00874","-0.00874","0.00000","0.00000","0.00464","0.00464"
"2304","GUR","4","2","analyzed","gate_rejected","raw_fallback","False","0.05333","0.05333","0.00502","0.00502","0.00235","0.00235","-0.06070","-0.06070"
"1326","GWA","3","2","analyzed","gate_rejected","raw_fallback","False","-0.35601","-0.35601","0.29045","0.29045","1.01530","1.01530","-0.94979","-0.94979"
"2299","GWI","6","6","analyzed","feasible","minimax_ratio","True","0.76724","0.75544","-0.12917","-0.11462","0.08480","0.07096","-0.72290","-0.71178"
"264","GWL","7","7","analyzed","feasible","minimax_ratio","True","-0.01356","0.01255","0.10965","0.07646","-0.01272","-0.01177","-0.08346","-0.07723"
"337","GWR","1","1","analyzed","gate_rejected","raw_fallback","False","0.07339","0.07339","-0.03708","-0.03708","0.01052","0.01052","-0.04685","-0.04685"
"926","GYE","4","4","analyzed","gate_rejected","raw_fallback","False","0.40287","0.40287","-0.08706","-0.08706","0.00000","0.00000","-0.31583","-0.31583"
"1094","GYO","3","3","analyzed","gate_rejected","raw_fallback","False","0.02831","0.02831","0.03324","0.03324","0.00000","0.00000","-0.06156","-0.06156"
"912","GYT","3","3","analyzed","gate_rejected","raw_fallback","False","0.03004","0.03004","-0.00453","-0.00453","0.00000","0.00000","-0.02551","-0.02551"
"884","GZH","1","1","analyzed","gate_rejected","raw_fallback","False","-0.00587","-0.00587","0.05032","0.05032","0.00000","0.00000","-0.04444","-0.04444"
"2146","HAB","68","40","analyzed","feasible","improvement_l2","True","-0.98053","0.16532","-1.31936","-1.09335","2.70117","0.88077","-0.40183","0.04726"
"2235","HAC","1","1","analyzed","gate_rejected","raw_fallback","False","0.07035","0.07035","-0.01809","-0.01809","0.01392","0.01392","-0.06619","-0.06619"
"1313","HAD","3","3","analyzed","feasible","minimax_ratio","True","0.55505","0.54625","-0.31968","-0.31709","-0.00333","-0.00330","-0.23212","-0.22586"
"2228","HAG","1","1","analyzed","gate_rejected","raw_fallback","False","0.04100","0.04100","-0.00629","-0.00629","0.00000","0.00000","-0.03473","-0.03473"
"1560","HAI","6","6","analyzed","feasible","minimax_ratio","True","0.79161","0.77478","-0.47734","-0.46719","0.24174","0.20666","-0.55609","-0.51425"
"1960","HAL","41","41","analyzed","feasible","improvement_l2","True","-1.17887","-0.46118","-0.32167","-0.05772","0.42852","-0.02356","1.07167","0.54246"
"1815","HAM","1","1","analyzed","gate_rejected","raw_fallback","False","0.32105","0.32105","-0.35569","-0.35569","0.52271","0.52271","-0.48812","-0.48812"
"2008","HAW","4","4","analyzed","gate_rejected","raw_fallback","False","-0.35295","-0.35295","0.00941","0.00941","0.00000","0.00000","0.34356","0.34356"
"1566","HBG","1","1","analyzed","gate_rejected","raw_fallback","False","0.29171","0.29171","-0.10936","-0.10936","0.00481","0.00481","-0.18718","-0.18718"
"518","HBN","5","5","analyzed","feasible","target_l2","True","0.18928","0.18429","-0.04925","-0.00237","0.07534","-0.00132","-0.21541","-0.18060"
"2201","HBR","1","1","analyzed","gate_rejected","raw_fallback","False","0.09426","0.09426","-0.02130","-0.02130","0.00238","0.00238","-0.07534","-0.07534"
"1816","HBS","2","2","analyzed","gate_rejected","raw_fallback","False","0.22021","0.22021","-0.27226","-0.27226","0.29166","0.29166","-0.23964","-0.23964"
"93","HCH","1","1","analyzed","gate_rejected","raw_fallback","False","0.01359","0.01359","-0.01758","-0.01758","0.00040","0.00040","0.00359","0.00359"
"28","HCI","1","1","analyzed","gate_rejected","raw_fallback","False","0.15663","0.15663","-0.02606","-0.02606","0.00759","0.00759","-0.13816","-0.13816"
"1025","HCN","21","18","analyzed","feasible","improvement_l2","True","0.65601","0.48725","-0.17271","-0.15412","0.00364","-0.00007","-0.48698","-0.33306"
"1871","HDH","3","3","analyzed","gate_rejected","raw_fallback","False","0.07796","0.07796","0.00536","0.00536","0.02087","0.02087","-0.10423","-0.10423"
"1925","HDN","11","11","analyzed","feasible","minimax_ratio","True","0.39220","0.38744","-0.16666","-0.15665","0.47836","0.46466","-0.70400","-0.69546"
"519","HDR","1","1","analyzed","gate_rejected","raw_fallback","False","0.04005","0.04005","-0.00916","-0.00916","0.00000","0.00000","-0.03090","-0.03090"
"1225","HDY","3","3","analyzed","gate_rejected","raw_fallback","False","-0.01350","-0.01350","0.00448","0.00448","0.00000","0.00000","0.00899","0.00899"
"2240","HEH","1","1","analyzed","gate_rejected","raw_fallback","False","0.04739","0.04739","-0.01465","-0.01465","0.01684","0.01684","-0.04960","-0.04960"
"1753","HEL","6","6","analyzed","feasible","improvement_l2","True","1.49331","1.17933","-1.30005","-1.21516","-0.00373","0.00000","-0.18958","0.03583"
"1832","HES","8","8","analyzed","feasible","target_l2","True","0.59390","0.44218","-0.20100","-0.00928","0.08919","-0.00054","-0.48217","-0.43236"
"923","HEZ","2","2","analyzed","gate_rejected","raw_fallback","False","0.14544","0.14544","0.05757","0.05757","-0.06232","-0.06232","-0.14076","-0.14076"
"2207","HHB","2","2","analyzed","gate_rejected","raw_fallback","False","0.22992","0.22992","-0.08472","-0.08472","0.02602","0.02602","-0.17123","-0.17123"
"2117","HHP","2","2","analyzed","gate_rejected","raw_fallback","False","0.37337","0.37337","-0.12143","-0.12143","0.00000","0.00000","-0.25193","-0.25193"
"971","HIJ","1","1","analyzed","gate_rejected","raw_fallback","False","0.01688","0.01688","-0.00619","-0.00619","0.00000","0.00000","-0.01070","-0.01070"
"972","HIY","7","7","analyzed","gate_rejected","raw_fallback","False","1.30345","1.30345","-0.32617","-0.32617","0.00000","0.00000","-0.97731","-0.97731"
"1693","HJZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.13761","0.13761","-0.06179","-0.06179","-0.00333","-0.00333","-0.07251","-0.07251"
"49","HKK","2","2","analyzed","gate_rejected","raw_fallback","False","0.18536","0.18536","-0.03623","-0.03623","0.00000","0.00000","-0.14913","-0.14913"
"2115","HKM","3","3","analyzed","gate_rejected","raw_fallback","False","0.05618","0.05618","-0.02590","-0.02590","0.00000","0.00000","-0.03025","-0.03025"
"758","HKZ","1","1","analyzed","gate_rejected","raw_fallback","False","0.00338","0.00338","-0.00054","-0.00054","0.00000","0.00000","-0.00284","-0.00284"
"2241","HLF","1","1","analyzed","gate_rejected","raw_fallback","False","0.02562","0.02562","-0.00707","-0.00707","0.00000","0.00000","-0.01856","-0.01856"
"1935","HLG","31","29","analyzed","feasible","improvement_l2","True","1.68781","1.64068","-0.24539","-0.14324","0.25233","0.00117","-1.69498","-1.49861"
"513","HLL","4","4","analyzed","feasible","improvement_l2","True","0.21746","0.18516","-0.02279","0.00090","0.01515","0.00028","-0.20985","-0.18634"
"973","HLN","5","5","analyzed","gate_rejected","raw_fallback","False","0.88967","0.88967","-0.30799","-0.30799","0.00000","0.00000","-0.58170","-0.58170"
"27","HMD","8","7","analyzed","feasible","minimax_ratio","True","0.76564","0.70475","-0.49692","-0.45740","0.37621","0.21676","-0.64497","-0.46411"
"1835","HNA","1","1","analyzed","gate_rejected","raw_fallback","False","0.11797","0.11797","-0.04419","-0.04419","0.01755","0.01755","-0.09132","-0.09132"
"1794","HNB","6","6","analyzed","feasible","target_l2","True","0.58866","0.51284","-0.12762","-0.08814","0.05950","-0.00043","-0.52061","-0.42427"
"974","HNC","1","0","no_valid_locations","","","","","","","","","","",""
"67","HNK","5","5","analyzed","feasible","minimax_ratio","True","0.19721","0.19632","-0.36772","-0.36607","-0.00771","-0.00768","0.17822","0.17742"
"1294","HNV","1","1","analyzed","gate_rejected","raw_fallback","False","0.38728","0.38728","-0.18854","-0.18854","0.02194","0.02194","-0.22069","-0.22069"
"520","HNY","1","1","analyzed","gate_rejected","raw_fallback","False","0.03087","0.03087","-0.00360","-0.00360","0.00003","0.00003","-0.02731","-0.02731"
"1348","HNZ","3","3","analyzed","gate_rejected","raw_fallback","False","-0.03360","-0.03360","-0.00475","-0.00475","0.00000","0.00000","0.03833","0.03833"
"2242","HOH","1","1","analyzed","gate_rejected","raw_fallback","False","0.03734","0.03734","-0.01146","-0.01146","0.01292","0.01292","-0.03880","-0.03880"
"1544","HOL","8","8","analyzed","gate_rejected","raw_fallback","False","0.71807","0.71807","-0.59346","-0.59346","0.98136","0.98136","-1.10615","-1.10615"
"903","HOR","5","5","analyzed","feasible","improvement_l2","True","0.07034","0.04851","-0.02233","-0.00018","0.01392","0.00040","-0.06200","-0.04872"
"975","HOT","1","1","analyzed","gate_rejected","raw_fallback","False","0.03205","0.03205","-0.00972","-0.00972","0.00000","0.00000","-0.02232","-0.02232"
"1863","HOX","1","1","analyzed","gate_rejected","raw_fallback","False","0.11046","0.11046","-0.08461","-0.08461","0.02189","0.02189","-0.04774","-0.04774"
"1874","HOY","1","1","analyzed","gate_rejected","raw_fallback","False","0.11720","0.11720","-0.04703","-0.04703","0.00000","0.00000","-0.07019","-0.07019"
"1791","HPL","3","3","analyzed","feasible","minimax_ratio","True","0.66381","0.65996","-0.41352","-0.41112","0.25483","0.25156","-0.50514","-0.50040"
"794","HQG","2","2","analyzed","feasible","improvement_l2","True","0.09193","0.08078","-0.02007","-0.01980","-0.00816","0.00105","-0.06371","-0.06203"
"141","HRB","7","7","analyzed","gate_rejected","raw_fallback","False","0.35539","0.35539","-0.07101","-0.07101","0.00000","0.00000","-0.28439","-0.28439"
"105","HRC","3","3","analyzed","gate_rejected","raw_fallback","False","0.10209","0.10209","-0.11277","-0.11277","0.00081","0.00081","0.00985","0.00985"
